id,Tatsächliche_Klassifikation,Modell_Klassifikation,Modell_Begründung,Judge_Modell_Gesamtscore,Judge_Modell_Scoreschema
3624,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da die Beschreibung des Bestellvorgangs und der Abgabe eines verbindlichen Angebots im Online-Handel üblich und zu erwarten ist. Die Formulierung ist klar und transparent, sodass keine Intransparenz nach § 305c Abs. 1 BGB vorliegt.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Regelung lediglich den gesetzlichen Ablauf der Angebotserklärung im Fernabsatz beschreibt.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
1999,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da die Abgrenzung zwischen Reservierung und Kaufvertrag sowie die Klarstellung des Vertragspartners im Onlinehandel üblich sind und klar formuliert werden. Die Platzierung und Formulierung sind transparent und für den Verbraucher verständlich.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da lediglich der tatsächliche Vertragspartner benannt und der Zeitpunkt des Vertragsschlusses klargestellt wird.  
   b) (§ 307 Abs. 2 BGB): Keine Abweichung von wesentlichen gesetzlichen Grundgedanken, da die Regelung dem dispositiven Recht entspricht.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
1734,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da Altersbeschränkungen für Vertragsabschlüsse mit Verbrauchern bei bestimmten Waren oder aus rechtlichen Gründen üblich sind und klar formuliert werden.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Klausel lediglich den Kreis der Vertragspartner definiert und keine Rechte bestehender Vertragspartner einschränkt.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
1654,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da Beschränkungen des Käuferkreises und Ausschluss des gewerblichen Weiterverkaufs im Rahmen einer Vertriebsstrategie üblich sind und klar formuliert werden. Die Platzierung und Formulierung sind transparent und verständlich.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Klausel lediglich den Vertragszweck und die Zielgruppe definiert und keine bestehenden Verbraucherrechte einschränkt.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
710,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da eine Verlängerung der gesetzlichen Widerrufsfrist zugunsten des Verbrauchers nicht ungewöhnlich ist und klar als freiwillige Zusatzleistung bezeichnet wird. Die Formulierung ist transparent und eindeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Klausel dem Verbraucher zusätzliche Rechte einräumt.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung vom gesetzlichen Leitbild zu Lasten des Verbrauchers erfolgt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
2422,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da Preisangaben und der Hinweis auf zusätzliche Versandkosten branchenüblich und zu erwarten sind; die Formulierung ist klar und transparent.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da der Verbraucher vor Abgabe der Bestellung den vollständigen Endpreis einschließlich Versandkosten erfährt.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da die Klausel nicht von wesentlichen gesetzlichen Grundgedanken abweicht.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
1096,0,Unwirksam,"1. Überraschende Klauseln: Die Klausel ist nicht objektiv überraschend, da sie lediglich den Ablauf einer Schnellkauf-Funktion beschreibt. Allerdings kann die fehlende Bearbeitungsmöglichkeit der Daten für Verbraucher unerwartet sein, wenn dies nicht deutlich hervorgehoben wird.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Liegt eine unangemessene Benachteiligung vor, da der Verbraucher keine Möglichkeit hat, fehlerhafte Daten zu korrigieren, was faktisch den Vertragsschluss verhindert und seine Rechte einschränkt.  
   b) (§ 307 Abs. 2 BGB): Weicht vom gesetzlichen Leitbild ab, da Verbraucher nach §§ 312 ff. BGB vor Vertragsschluss die Möglichkeit haben müssen, Eingabefehler zu erkennen und zu berichtigen (§ 312j Abs. 2 BGB).  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",12,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 2, ""Inhaltskontrolle_307bis309"": 4, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
569,0,Unwirksam,"1. Überraschende Klauseln: Keine überraschende Klausel hinsichtlich des Eigentumsvorbehalts, da dieser branchenüblich ist. Überraschend ist jedoch die Verlagerung der Gefahrtragung auf den Verbraucher bereits mit Auslieferung an die Adresse, da im B2C-Bereich gesetzlich der Unternehmer bis zur Übergabe haftet (§ 446, § 474 Abs. 4 BGB).  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Unangemessene Benachteiligung, da die Klausel die gesetzliche Gefahrtragungsregel zulasten des Verbrauchers abändert und ihn für Verlust/Beschädigung vor tatsächlicher Übergabe verantwortlich macht.  
   b) (§ 307 Abs. 2 BGB): Abweichung von wesentlichen gesetzlichen Grundgedanken der §§ 446, 474 Abs. 4 BGB, wonach die Gefahr erst mit Übergabe auf den Verbraucher übergeht.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
1854,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da die Festlegung einer Vertragssprache in AGB üblich ist und für den Verbraucher erkennbar.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Festlegung der Vertragssprache der Rechtssicherheit dient und keine wesentlichen Rechte einschränkt.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
457,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da Hinweise auf mögliche Farbabweichungen bei Online-Bestellungen branchenüblich und für den Verbraucher zu erwarten sind; die Formulierung ist klar und verständlich.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da lediglich auf technische Abweichungen hingewiesen wird, ohne gesetzliche Gewährleistungsrechte auszuschließen.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
3762,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da der Verweis auf Lieferbedingungen und -termine an üblicher Stelle erfolgt und für den Verbraucher klar erkennbar ist. Die Formulierung ist eindeutig und nicht mehrdeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Klausel lediglich auf leicht zugängliche Informationen verweist.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
3028,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da die Beschreibung des Bestellvorgangs üblich und erwartbar ist; keine Mehrdeutigkeit oder Intransparenz.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da lediglich der technische Ablauf des Kaufs beschrieben wird.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
2096,0,Wirksam,"1. Überraschende Klauseln: Kein überraschender Charakter, da Aufrechnungs- und Zurückbehaltungsverbote in AGB üblich sind und die Klausel klar formuliert ist.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da gesetzlich zulässige Einschränkungen der Aufrechnungsmöglichkeit vorgenommen werden und wesentliche Fälle (unbestritten, rechtskräftig festgestellt, entscheidungsreif, Gegenseitigkeitsverhältnis) ausgenommen sind.  
   b) (§ 307 Abs. 2 BGB): Keine Abweichung vom wesentlichen gesetzlichen Grundgedanken, da § 309 Nr. 3 BGB nur ein vollständiges Aufrechnungsverbot ohne Ausnahmen untersagt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Vereinbar mit § 309 Nr. 3 BGB, da die gesetzlich geforderten Ausnahmen enthalten sind.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
2291,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da Regelungen zu Versandkosten und Teillieferungen im Versandhandel üblich sind und der Inhalt klar formuliert ist. Keine Mehrdeutigkeit oder Intransparenz erkennbar.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da nur bei vom Kunden gewünschten Teillieferungen zusätzliche Kosten anfallen, was sachlich gerechtfertigt ist.  
   b) (§ 307 Abs. 2 BGB): Keine Abweichung von wesentlichen gesetzlichen Grundgedanken, da das Gesetz keine zwingende Kostenfreiheit für Teillieferungen vorsieht.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
666,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da die Angabe von Versand- und Zahlungsgebühren in AGB bzw. Preislisten üblich ist und der Verbraucher mit solchen Kosten rechnen muss. Die Darstellung ist klar und transparent, sodass keine Intransparenz i.S.d. § 305c Abs. 1 BGB vorliegt.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Versand- und Zahlungsgebühren transparent ausgewiesen und für den Verbraucher kalkulierbar sind.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
2343,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da der Verweis auf Produktbeschreibungen zur Information über Eigenschaften und Angebotsdauer im Onlinehandel üblich ist und klar erkennbar platziert werden kann.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Klausel lediglich auf gesetzlich ohnehin erforderliche Informationen verweist (§ 312d, Art. 246a EGBGB).  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
1149,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da salvatorische bzw. klarstellende Regelungen zum Rechtsverzicht in AGB üblich sind und der Inhalt für den Verbraucher nicht unerwartet ist. Die Formulierung ist eindeutig und nicht mehrdeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da lediglich klargestellt wird, dass ein Verzicht auf ein bestimmtes Recht nicht automatisch als Verzicht auf andere Rechte gilt.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
3472,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da die Beschreibung einer gängigen Zahlungsmethode (PayPal) im Onlinehandel üblich ist und klar formuliert wird. Die Platzierung und der Inhalt sind für den Verbraucher erwartbar und nicht mehrdeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da lediglich der Zahlungszeitpunkt (Belastung bei Bestelleingang) festgelegt wird und dies transparent ist.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
1203,0,Unwirksam,"1. Überraschende Klauseln: Keine überraschende Klausel im Sinne des § 305c I BGB, da Haftungsbeschränkungen in AGB üblich sind; die Formulierung ist klar erkennbar.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Unangemessene Benachteiligung, da die Haftung pauschal für alle Schäden aus der Nutzung ausgeschlossen wird, ohne Differenzierung nach Verschuldensgrad oder Art des Schadens.  
   b) (§ 307 Abs. 2 BGB): Abweichung von wesentlichen gesetzlichen Grundgedanken (§ 280 Abs. 1, § 276 Abs. 3 BGB), da auch die Haftung für Vorsatz und grobe Fahrlässigkeit ausgeschlossen wird.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 Nr. 7 BGB): Verstoß gegen § 309 Nr. 7 BGB, da die Haftung für Körperschäden sowie für Vorsatz und grobe Fahrlässigkeit ausgeschlossen wird.",12,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 1, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
1738,0,Unwirksam,"1. Überraschende Klauseln: Keine objektiv überraschende Platzierung oder Formulierung, da Hinweise zur Speicherung von Bestelldaten in AGB üblich sind.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Unangemessene Benachteiligung, da der Verbraucher ohne Speicherung keinen späteren Zugriff auf den Vertragstext hat und so in der Durchsetzung seiner Rechte erschwert wird; zudem Intransparenz, da nicht auf gesetzliche Informationspflichten hingewiesen wird.  
   b) (§ 307 Abs. 2 BGB): Abweichung von wesentlichen gesetzlichen Grundgedanken (§ 312f Abs. 3 BGB i.V.m. Art. 246a § 1 Abs. 1 Nr. 4 EGBGB), wonach der Unternehmer dem Verbraucher den Vertragstext zugänglich machen muss.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
2153,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da die Einschaltung Dritter zur Zahlungsabwicklung im Geschäftsverkehr üblich ist und der Verbraucher hierdurch nicht unerwartet belastet wird. Die Formulierung ist klar und verständlich, sodass keine Intransparenz vorliegt.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Regelung lediglich die Möglichkeit der Zahlungsabwicklung über Dritte vorsieht und die schuldbefreiende Wirkung zugunsten des Verbrauchers klarstellt.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
1739,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da die Unverbindlichkeit der Warenpräsentation im Online-Handel branchenüblich ist und dem gesetzlichen Leitbild (§ 145 BGB) entspricht. Die Formulierung ist klar und nicht mehrdeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Regelung lediglich den gesetzlichen Grundsatz widerspiegelt, dass die Präsentation im Shop kein Angebot, sondern eine invitatio ad offerendum ist.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
1910,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da die Regelung zu Zahlungsarten, SEPA-Lastschrift und elektronischer Rechnungsstellung im Onlinehandel üblich ist und klar formuliert wird. Die Verkürzung der Pre-Notification auf 5 Werktage ist transparent angegeben und für Verbraucher nachvollziehbar.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Verkürzung der Vorankündigungsfrist im Rahmen des SEPA-Systems zulässig ist und der Verbraucher hierüber ausdrücklich informiert wird.  
   b) (§ 307 Abs. 2 BGB): Keine Abweichung von wesentlichen gesetzlichen Grundgedanken, da weder Zahlungsfristen noch Rechnungsübermittlung gesetzlich zwingend anders geregelt sind.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",13,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 4, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
3458,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da die Information über Speicherung und Bereitstellung des Vertragstextes im Onlinehandel üblich ist und der Verbraucher damit rechnen kann. Die Formulierung ist klar und nicht mehrdeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Klausel lediglich eine Service- und Informationsleistung beschreibt.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
2445,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da Lieferbeschränkungen auf bestimmte Gebiete in AGB üblich sind und klar benannt werden; keine Mehrdeutigkeit oder Intransparenz.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da der Ausschluss bestimmter Liefergebiete den Vertragsschluss nicht unzumutbar einschränkt und transparent geregelt ist.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",13,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 4, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
2758,0,Unwirksam,"1. Überraschende Klauseln: Keine überraschende Klausel im Sinne des § 305c I BGB, da Regelungen zur Speicherung des Vertragstextes in AGB üblich sind und der Inhalt klar erkennbar ist.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Unangemessene Benachteiligung, da dem Verbraucher die Möglichkeit genommen wird, den Vertragstext nach Vertragsschluss einzusehen, was seine Rechtsverfolgung erschwert.  
   b) (§ 307 Abs. 2 BGB): Abweichung von wesentlichen gesetzlichen Grundgedanken, insbesondere aus Art. 246a § 4 Abs. 3 EGBGB, wonach der Unternehmer dem Verbraucher den Vertragstext zugänglich machen muss.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
1175,0,Unwirksam,"1. Überraschende Klauseln: Die Klausel ist überraschend, da sie pauschal „alle anderen Rechte und Pflichten“ auf der Website einbezieht, ohne dass der Verbraucher mit einer solchen dynamischen und unbestimmten Einbeziehung rechnen muss. Zudem ist sie intransparent, da unklar bleibt, welche konkreten Regelungen gemeint sind.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Liegt eine unangemessene Benachteiligung vor, da der Verbraucher unbestimmte und jederzeit änderbare Regelungen akzeptieren soll, ohne deren Inhalt zu kennen.  
   b) (§ 307 Abs. 2 BGB): Abweichung vom gesetzlichen Grundgedanken der Transparenz und Bestimmtheit von Vertragsinhalten (§ 307 Abs. 1 S. 2 BGB).  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
